drug,condition,rating,side_effects,helped,sentiment
Paroxetine,Panic Disorde,1,"['hallucinations', 'headaches']",False,negative
Golimumab,Rheumatoid Arthritis,2,"['CIDP (chronic inflammatory demyelinating polyneuropathy)', 'paralysis', 'myelin erosion', 'nerve damage', 'mobility impairment']",False,negative
Levitra,Erectile Dysfunction,10,[],True,positive
Chlorpheniramine / hydrocodone,Cough,9,['lethargy'],True,positive
Propranolol,Benign Essential Trem,10,[],True,positive
Ethinyl estradiol / norethindrone,Birth Control,1,[],True,mixed
Norethindrone,Birth Control,4,"['heavy bleeding', 'breakthrough bleeding', 'severe cramping', 'irregular bleeding patterns', 'worsened depression']",False,negative
Cefdinir,Otitis Media,1,"['headache', 'nausea', 'diarrhea', 'hives', 'rash']",False,negative
Methadone Diskets,Pain,10,[],True,positive
Nortriptyline,Pain,3,"['concentration problems', 'excessive daydreaming', 'intrusive daydreaming']",True,negative
Zyrtec,Allergic Rhinitis,10,[],True,positive
Adalimumab,Ulcerative Colitis,1,"['injection site pain/burning', 'injection site erythema', 'injection site induration', 'injection site warmth', 'injection site reaction progression', 'fatigue', 'low energy', 'fever', 'diaphoresis', 'chills']",False,negative
Trintellix,Major Depressive Disorde,10,"['head zaps', 'anxiety', 'panic attacks', 'nausea']",True,positive
Ciclesonide,Asthma,2,"['hoarseness', 'thrush', 'asthma reaction']",False,negative
Phentermine,Weight Loss,7,[],True,positive
Cialis,Erectile Dysfunction,10,['heartburn'],True,positive
Remeron,Anxiety,9,[],True,positive
Cymbalta,Depression,10,[],True,positive
Topiramate,Bipolar Disorde,10,[],True,positive
Miconazole,Vaginal Yeast Infection,1,"['severe vaginal pain/burning', 'vaginal irritation']",False,negative
Neurontin,ibromyalgia,3,"['dizziness', 'extreme dizzy spells']",False,negative
Bisacodyl,Constipation,3,"['nausea/vomiting', 'tremors', 'syncope/fainting', 'diarrhea', 'gastrointestinal bleeding', 'constipation']",False,negative
Quetiapine,Insomnia,7,"['night terrors', 'nightmares']",True,positive
Acetaminophen / oxycodone,Chronic Pain,1,[],False,negative
Mirena,Birth Control,10,"['insertion pain', 'cramping', 'breakthrough bleeding', 'spotting']",True,positive
Etanercept,Rheumatoid Arthritis,8,"['wrist swelling', 'injection pain']",True,positive
Maxzide,Edema,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,2,"['breakthrough bleeding', 'prolonged menstrual bleeding']",False,mixed
Humira,Psoriasis,5,[],,mixed
Plaquenil,Rheumatoid Arthritis,4,[],False,negative
Quetiapine,Bipolar Disorde,8,"['daytime tiredness', 'daytime somnolence']",True,positive
Tapentadol,Pain,1,"['serotonin syndrome', 'tremors', 'tachycardia', 'dizziness', 'nausea', 'potentially fatal interaction']",False,negative
Adipex-P,Weight Loss,2,[],False,negative
Mirtazapine,Insomnia,2,[],False,negative
Olanzapine,Bipolar Disorde,2,"['muscle rigidity', 'muscle stiffness', 'dissociation', 'memory impairment', 'involuntary leg twitching', 'akathisia']",True,negative
Mirena,Birth Control,1,"['pain with insertion', 'continuous bleeding', 'spotting', 'prolonged periods', 'acne', 'mood swings']",False,negative
Stadol,Pain,8,"['dizziness', 'sedation', 'tolerance development']",True,positive
Tylenol 8 Hour,Pain,10,[],True,positive
Tri-Sprintec,Birth Control,10,"['increased appetite', 'weight gain']",True,positive
Levonorgestrel,Abnormal Uterine Bleeding,5,"['weight gain', 'dyspareunia (painful intercourse)']",True,mixed
Savella,ibromyalgia,3,"['heat flashes', 'headaches', 'nausea', 'dysuria/urinary tract infection symptoms']",False,negative
Liothyronine,Underactive Thyroid,1,"['allergic reaction to lactose binder', 'agitation', 'headaches']",True,mixed
Paroxetine,Social Anxiety Disorde,6,[],True,positive
Tramadol,Rheumatoid Arthritis,9,['increased energy/hyperactivity'],True,positive
Benicar,High Blood Pressure,9,"['lightheadedness', 'tachycardia', 'muscle aches']",True,positive
Levocetirizine,Allergies,8,[],True,positive
Ethinyl estradiol / norethindrone,Birth Control,5,"['bleeding', 'cramps', 'bloating', 'emotional lability', 'mood swings', 'depression']",False,negative
Amlodipine,High Blood Pressure,10,['hypervigilance'],True,positive
Trazodone,Depression,10,[],True,positive
Adapalene,Acne,9,['skin peeling'],True,positive
Bupropion,Depression,1,[],False,negative
Bupropion / naltrexone,Weight Loss,8,"['nausea', 'insomnia', 'constipation', 'dysgeusia', 'appetite suppression']",True,mixed
Etonogestrel,Birth Control,10,"['fatigue', 'migraines', 'prolonged menstruation']",True,positive
Benzoyl peroxide / clindamycin,Acne,10,[],True,positive
Plan B,Emergency Contraception,10,[],True,positive
Paxil,Anxiety and Stress,9,"['grogginess', 'spaciness', 'anxiety (upon missed dose)', 'irritability (upon missed dose)']",True,positive
Nexplanon,Birth Control,10,"['arm swelling', 'bruising', 'mood swings', 'crying', 'irritability']",True,positive
Zolpidem,Insomnia,3,"['hallucinations', 'binge eating', 'impulsive shopping/poor decision-making', 'parasomnia/unusual nighttime behaviors', 'fitful sleep', 'insomnia', 'reduced sleep duration']",False,negative
Nitrofurantoin,Urinary Tract Infection,9,"['asthma attack', 'rash on legs', 'allergic reaction', 'dyspnea']",True,mixed
Crestor,High Cholesterol,4,"['muscle pain', 'joint pain', 'muscle spasms', 'insomnia']",True,mixed
Niaspan,"Hyperlipoproteinemia Type IV, Elevated VLDL",8,"['Residual effects on waking', 'Symptoms worse with water alone']",,mixed
Solodyn,Acne,10,['headache'],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,7,"['breast tenderness', 'anxiety']",True,mixed
Levetiracetam,Seizures,10,"['mood swings', 'anger issues', 'personality changes']",True,positive
Sertraline,Premenstrual Dysphoric Disorde,10,"['mood instability', 'relationship conflict', 'irritability', 'emotional dysregulation', 'sexual dysfunction']",True,positive
Vortioxetine,Major Depressive Disorde,8,[],True,positive
Phenergan,Nausea/Vomiting,10,[],True,positive
Gabapentin,Anxiety,10,[],True,positive
Etonogestrel,Birth Control,10,['minor pinching sensation at implant site with pressure'],True,positive
Sucralfate,Duodenal Ulce,10,"['constipation', 'difficulty swallowing large pill']",True,positive
Hypotears,Eye Redness,10,[],True,positive
Escitalopram,Bipolar Disorde,10,[],True,positive
Lorcaserin,Obesity,6,"['headaches', 'tiredness', 'decreased appetite']",True,mixed
Implanon,Birth Control,8,['weight gain'],True,mixed
Ethinyl estradiol / norethindrone,Birth Control,1,"['continuous bleeding', 'decreased libido']",True,negative
Risperidone,,8,"['increased appetite', 'weight gain']",True,positive
Estradiol,Atrophic Vaginitis,3,[],,negative
Minocycline,Acne,9,"['initial acne worsening', 'long treatment duration']",True,positive
Levonorgestrel,Emergency Contraception,10,[],True,positive
Bisacodyl,Constipation,1,"['diarrhea', 'abdominal discomfort', 'gastrointestinal distress', 'accelerated intestinal transit']",False,negative
Diltiazem,Atrial Fibrillation,10,[],True,positive
Aviane,Birth Control,9,"['vaginal dryness', 'hot flashes']",True,positive
Biaxin,Bronchitis,3,"['diarrhea', 'dysgeusia', 'insomnia']",False,negative
Voltaren Gel,Osteoarthritis,10,"['jaw cramps', 'jaw pain']",True,positive
Zelapar,Parkinson's Disease,9,[],True,positive
Tramadol,,3,"['buzz/lightheadedness', 'constant mild intoxication']",False,negative
Venlafaxine,ibromyalgia,6,"['withdrawal symptoms', 'panic attack', 'inadequate pain relief']",False,negative
Effexor,Anxiety and Stress,1,"['discontinuation syndrome', 'brain zaps', 'withdrawal symptoms']",False,negative
Belviq,Weight Loss,10,['coughing'],True,positive
Levomilnacipran,Major Depressive Disorde,9,"['GI issues', 'sweating', 'rage', 'increased blood pressure', 'increased talkativeness']",True,positive
Escitalopram,Depression,7,"['sluggishness', 'fatigue', 'lethargy', 'emotional numbness', 'brain fog', 'reduced mental sharpness']",True,mixed
Vyvanse,ADHD,10,[],True,positive
Nuvigil,Narcolepsy,2,"['head bobbing', 'drowsiness', 'difficulty staying awake']",False,negative
Implanon,Birth Control,1,"['acne', 'spotting', 'loss of libido', 'agitation', 'mood changes', 'relationship conflict']",False,negative
Amoxicillin / clavulanate,Bronchitis,5,[],True,mixed
Levonorgestrel,Emergency Contraception,9,"['breakthrough bleeding', 'anxiety', 'nervousness']",True,positive
Methylphenidate,ADHD,9,"['decreased appetite', 'thirst', 'mood crash', 'depression on comedown']",True,positive
Spironolactone,Acne,9,"['weight gain', 'breakthrough spotting']",True,positive
Fexofenadine,Allergic Rhinitis,10,[],True,positive
Talwin Nx,Pain,7,[],True,positive
MoviPrep,Bowel Preparation,9,[],True,positive
Clindamycin,Peritonitis,10,[],True,positive
Rizatriptan,Migraine,9,[],True,positive
Etonogestrel,Birth Control,4,"['prolonged bleeding', 'irregular menstrual bleeding', 'decreased libido']",True,mixed
Clonidine,Perimenopausal Symptoms,5,"['drowsiness', 'excessive sleepiness', 'fatigue']",True,mixed
Linaclotide,Irritable Bowel Syndrome,8,"['weight gain', 'bloating', 'abdominal distension']",False,negative
OnabotulinumtoxinA,Urinary Incontinence,3,"['incontinence', 'pain in genital area', 'tingling sensation', 'paresthesia in shoulders and arms']",False,negative
Nexplanon,Birth Control,1,"['prolonged menstrual bleeding', 'irregular bleeding patterns', 'mood changes', 'irritability', 'personality changes', 'blood clots', 'heavy bleeding', 'severe cramps', 'immobility due to pain']",False,negative
Dilaudid,Pain,10,"['withdrawal', 'severe withdrawal']",True,positive
Norethindrone,Birth Control,8,"['acne', 'amenorrhea', 'vertigo', 'falls', 'abdominal pain', 'bloating', 'increased appetite']",True,positive
Sertraline,Post Traumatic Stress Disorde,8,[],True,positive
Xarelto,"Deep Vein Thrombosis, Recurrent Event",1,[],False,negative
Sertraline,Panic Disorde,9,"['zombie-like state', 'somnolence', 'teeth grinding', 'teeth clenching']",True,positive
Buprenorphine / naloxone,Opiate Dependence,10,[],True,positive
Fluoxetine,Depression,8,['vomiting'],True,positive
Clarithromycin,Sinusitis,9,[],True,positive
Latuda,Bipolar Disorde,8,"['fatigue', 'restlessness']",True,positive
Minocycline,Acne,10,[],True,positive
Medroxyprogesterone,Birth Control,10,[],True,positive
Depo-Provera,Birth Control,7,"['acne', 'joint pain (hips and knees)', 'bone density loss', 'osteoporosis risk']",True,mixed
Saphris,Bipolar Disorde,1,"['insomnia', 'auditory hallucinations', 'visual hallucinations', 'mania exacerbation', 'increased euphoria']",False,negative
Ropinirole,Restless Legs Syndrome,10,[],True,positive
Linaclotide,"Constipation, Chronic",10,[],True,positive
Viibryd,Depression,10,"['grogginess', 'disorientation', 'volatility']",True,positive
Lorcaserin,Obesity,5,"['fatigue', 'excessive sleepiness', 'drowsiness']",True,mixed
Lisdexamfetamine,ADHD,9,"['loss of appetite', 'trouble going to sleep', 'occasional meltdowns']",True,positive
Chlordiazepoxide / clidinium,Enterocolitis,10,[],True,positive
Sominex,Insomnia,7,[],True,positive
Levonorgestrel,Birth Control,5,"['cramping', 'bleeding', 'prolonged bleeding', 'post-coital bleeding', 'continuous menstrual bleeding']",False,negative
Nexplanon,Birth Control,9,"['prolonged menstrual bleeding', 'frequent periods', 'vaginal dryness', 'vaginal infection']",True,positive
Microgestin Fe 1 / 20,Birth Control,3,"['decreased libido', 'acne', 'irritability', 'emotional instability']",,negative
NuvaRing,Birth Control,5,"['dyspareunia (painful intercourse)', 'decreased libido', 'breast enlargement', 'weight gain', 'depression']",True,mixed
Nexium,GERD,10,[],True,negative
Norvasc,High Blood Pressure,10,[],True,positive
Remeron,Depression,9,"['extreme anxiety', 'anger', 'sleeplessness', 'worthlessness']",True,positive
Hiprex,Bladder Infection,10,[],True,positive
Levonorgestrel,Birth Control,7,"['pain during insertion', 'severe pain post-insertion', 'difficulty walking', 'chronic pelvic pain', 'ovarian pressure', 'abnormal vaginal discharge', 'anxiety about device perforation']",,negative
Lyrica,Diabetic Peripheral Neuropathy,8,[],True,positive
Entyvio,Crohn's Disease,5,"['severe liver disease', 'fatty liver']",True,negative
Acetaminophen / hydrocodone,Back Pain,2,[],False,negative
Mirena,Birth Control,8,"['irregular periods', 'cramping (non-menstrual)', 'acne']",True,mixed
Xarelto,Atrial Fibrillation,7,"['muscle pain', 'blurry vision', 'bruising', 'nosebleeds', 'shortness of breath', 'heavy feeling in legs', 'blood thinning']",True,mixed
Pregabalin,Neuropathic Pain,7,['withdrawal symptoms'],True,positive
Yaz,Birth Control,4,"['mood changes', 'mood swings', 'emotional lability', 'crying']",False,negative
Capsaicin,Pain,9,"['burning sensation', 'increased burning with water exposure']",True,mixed
Ethinyl estradiol / levonorgestrel,Birth Control,2,"['heavy period', 'painful cramps', 'back pain']",False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,9,"['emotional instability', 'mood changes', 'weight gain (after discontinuation)', 'relationship difficulties']",True,mixed
Implanon,Birth Control,7,"['amenorrhea', 'loss of libido']",True,mixed
Nitrofurantoin,Urinary Tract Infection,1,"['nausea', 'bloating', 'loss of appetite']",False,negative
Levonorgestrel,Abnormal Uterine Bleeding,5,['IUD expulsion'],False,negative
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,"['difficulty tolerating large liquid volumes', 'nausea', 'vomiting (nearly)', 'insomnia', 'extended bowel movements']",True,positive
Asacol,"Ulcerative Colitis, Maintenance",1,"['diarrhea', 'flare-up']",False,negative
Clonazepam,Anxiety,10,"['stunted ability to do and act', 'reduced quality of life', 'inconsistent anxiety relief']",True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,4,"['spotting', 'bloating', 'weight gain']",False,mixed
BuSpar,Anxiety,10,[],True,positive
Geodon,Bipolar Disorde,9,['tachycardia'],True,mixed
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,"['bowel cleansing effect', 'dehydration risk']",True,positive
Infliximab,Ulcerative Colitis,10,[],True,positive
Levonorgestrel,Birth Control,7,"['insertion pain', 'weight gain', 'depression', 'crying episodes', 'bloating', 'cramps', 'back pain', 'spotting', 'migraine']",False,negative
Gabapentin,Diabetic Peripheral Neuropathy,10,[],True,mixed
Empagliflozin,"Diabetes, Type 2",8,"['yeast infection', 'vulvitis', 'discomfort']",True,mixed
Lo Loestrin Fe,Birth Control,9,"['anxiety worsening', 'weight gain', 'irregular spotting']",True,positive
Etonogestrel,Birth Control,2,"['nausea', 'irregular menstruation', 'prolonged menstruation', 'low sex drive', 'fatigue', 'lack of energy', 'irritability', 'anger']",False,negative
Copper,Birth Control,9,"['cervical pain', 'cramping', 'inflammation']",True,mixed
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,1,"['vomiting', 'severe gag reflex', 'gagging', 'emotional distress', 'anxiety about continuation']",False,negative
Perphenazine,Bipolar Disorde,5,[],True,positive
Ketorolac,Postoperative Pain,10,[],True,positive
Meloxicam,Inflammatory Conditions,8,[],True,positive
Opium,Not Listed / Othe,1,[],False,negative
Sertraline,Social Anxiety Disorde,10,[],True,positive
Levonorgestrel,Emergency Contraception,10,['delayed menstruation'],True,negative
Microgestin Fe 1.5 / 30,Birth Control,4,"['weight gain', 'breast sagging', 'acne', 'cystic acne']",False,negative
Ethinyl estradiol / norethindrone,Acne,9,['migraines'],True,positive
Etonogestrel,Birth Control,10,['light bleeding'],True,positive
Crisaborole,Atopic Dermatitis,9,['stinging'],True,positive
Vivitrol,Opiate Dependence,10,[],True,positive
Valacyclovir,Cold Sores,10,[],True,positive
Spironolactone,Acne,9,[],True,positive
Stribild,HIV Infection,10,"['mild hangover sensation', 'headache', 'nausea']",True,positive
Naloxegol,"Constipation, Drug Induced",7,[],True,positive
Intuniv,ADHD,10,[],True,positive
NuvaRing,Birth Control,7,"['decreased sex drive', 'uncontrollable vomiting']",True,mixed
Acetaminophen / hydrocodone,Pain,9,[],True,positive
Nitrofurantoin,Urinary Tract Infection,10,[],True,positive
Divalproex sodium,Bipolar Disorde,1,"['mood swings', 'irritability', 'emotional instability']",False,negative
Lorcaserin,Obesity,10,[],True,positive
Etonogestrel,Birth Control,10,['amenorrhea'],True,positive
Lexapro,Anxiety,9,"['polydipsia', 'sexual dysfunction', 'difficulty reaching orgasm']",True,positive
Levonorgestrel,Emergency Contraception,6,"['severe acne', 'low self-esteem', 'emotional distress']",False,negative
Etonogestrel,Birth Control,4,"['abnormal bleeding', 'headaches', 'cramps', 'hot flashes', 'embarrassment']",True,negative
Ethinyl estradiol / norethindrone,Birth Control,4,"['breakthrough bleeding', 'weight gain', 'nausea', 'loss of appetite', 'stomach pain', 'diarrhea']",False,negative
Tadalafil,Erectile Dysfunction,10,[],True,positive
Valacyclovir,Cold Sores,10,[],True,positive
Ethinyl estradiol / norethindrone,Birth Control,2,"['severe headaches', 'frequent headaches', 'irregular menstrual cycles', 'abnormal bleeding']",False,negative
Ortho Tri-Cyclen,Acne,9,"['hyperpigmentation', 'heavy menstrual bleeding']",True,positive
Quetiapine,Insomnia,8,[],True,positive
Nitrofurantoin,Urinary Tract Infection,7,['nausea'],,negative
Soma,Muscle Spasm,10,[],True,positive
Methamphetamine,ADHD,10,"['side effects that interfered with daily life (from other medications: Strattera, Vyvanse, Adderall, Dexedrine)']",True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,9,['menstrual cramps'],True,positive
Zyvox,Skin and Structure Infection,10,"['headache', 'fatigue', 'dizziness']",True,positive
Zyloprim,Gout,9,"['excessive sweating', 'hot flashes']",True,positive
Mesalamine,"Ulcerative Colitis, Active",9,"['urge to have bowel movement', 'abdominal gurgling', 'nausea']",True,positive
"Insulin inhalation, rapid acting","Diabetes, Type 2",1,[],False,negative
Cyclobenzaprine,Muscle Spasm,5,"['dry mouth', 'dizziness', 'insomnia']",True,mixed
Omnicef,Strep Throat,5,"['pharyngitis (severe throat pain)', 'insomnia', 'symptom worsening']",True,mixed
Ethinyl estradiol / norethindrone,Endometriosis,5,"['breast tenderness', 'acne', 'migraines']",True,mixed
Adapalene / benzoyl peroxide,Acne,6,"['burning', 'redness', 'insomnia']",True,positive
Atenolol,Anxiety,8,[],True,positive
Campral,Alcohol Dependence,10,[],True,positive
Buspirone,Anxiety,9,[],True,positive
Miconazole,Vaginal Yeast Infection,8,"['vaginal burning', 'insomnia']",True,positive
Alvesco,Asthma,2,"['hoarseness', 'thrush', 'asthma reaction']",False,negative
Trintellix,Depression,10,['insomnia'],True,positive
Etonogestrel,Birth Control,8,"['heavy periods', 'constant spotting', 'heavy discharge']",True,positive
Hydralazine,High Blood Pressure,1,"['loss of appetite', 'dysgeusia (loss of taste)', 'insomnia']",False,negative
Chateal,Birth Control,9,['spotting'],True,positive
Buprenorphine / naloxone,Opiate Dependence,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,8,"['breast tenderness', 'acne', 'vaginal dryness', 'decreased libido']",True,mixed
Gabapentin,Trigeminal Neuralgia,10,[],True,positive
Ethinyl estradiol / norgestimate,,3,"['nausea', 'vomiting', 'mood swings', 'crying', 'anxiety about vomiting']",False,negative
Sodium hyaluronate,Osteoarthritis,1,"['increased pain', 'knee swelling', 'ankle swelling', 'ankle edema']",False,negative
Isotretinoin,Acne,1,"['cystic acne flare-up', 'chapped lips', 'back pain']",,mixed
Tamiflu,Influenza,10,"['nausea', 'dehydration', 'strange dreams']",True,positive
Tenormin,Anxiety,9,[],True,positive
Roxicodone,Chronic Pain,10,"['brain fog', 'grogginess', 'feeling thick']",False,negative
Lo Loestrin Fe,Birth Control,2,"['heavy menstrual bleeding', 'severe menstrual cramps', 'dark brown spotting', 'continuous spotting', 'mood swings', 'crying', 'loss of libido', 'depression', 'anxiety worsening']",True,negative
Escitalopram,Anxiety,9,"['nausea', 'gas']",True,positive
Losartan,High Blood Pressure,2,['muscle pain'],False,negative
Amlodipine / olmesartan,High Blood Pressure,10,[],True,positive
Ethinyl estradiol / etonogestrel,Birth Control,4,"['fatigue', 'decreased libido', 'loss of sexual desire']",False,mixed
Albuterol,"Asthma, Maintenance",7,"['tachycardia', 'tremors', 'difficulty with fine motor tasks']",True,mixed
Apremilast,Psoriatic Arthritis,4,['sleep issues'],True,mixed
Desogestrel / ethinyl estradiol,Birth Control,4,"['mood swings', 'anger', 'irritability']",True,positive
Ethinyl estradiol / norethindrone,Menstrual Disorders,8,"['mood swings', 'crying', 'anger', 'decreased libido']",True,positive
Ditropan,Urinary Incontinence,8,['dry mouth'],True,positive
Sumatriptan,Migraine,10,[],True,positive
Saxenda,Obesity,10,[],True,positive
Magnesium hydroxide,Constipation,10,[],True,positive
Clonazepam,Anxiety,9,[],True,positive
Dexlansoprazole,GERD,1,"['muscle cramping in lower back', 'muscle cramping in legs', 'abdominal cramping', 'diarrhea']",False,negative
Cordarone,Arrhythmia,8,"['general weakness', 'muscle fatigue', 'constipation', 'lapses in memory/concentration']",True,mixed
Aripiprazole,Agitated State,7,[],True,positive
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,"['vaginal burning', 'vaginal pain']",False,negative
OnabotulinumtoxinA,Overactive Bladde,10,"['dry mouth', 'bladder pain with voiding', 'headaches']",True,positive
Mirena,Birth Control,10,"['pain with insertion', 'pain with removal']",True,positive
Cialis,Erectile Dysfunction,10,[],True,positive
Capsaicin,Pain,8,[],True,positive
Dulcolax,Constipation,1,"['severe stomach cramps', 'intense abdominal pain', 'agony']",False,negative
Amlodipine,High Blood Pressure,3,"['arm soreness', 'leg soreness', 'lower leg heaviness', 'facial flushing', 'profuse sweating', 'headaches', 'fatigue', 'sleepiness', 'nervousness']",False,negative
Stavzor,Mania,10,[],True,positive
Varenicline,Smoking Cessation,9,"['metallic taste', 'tiredness', 'anxiety', 'nausea', 'gagging', 'bradycardia (heart rate 53)']",True,mixed
Primidone,Benign Essential Trem,10,['skin rash'],True,mixed
Oracea,Ocular Rosacea,10,[],True,positive
Intuniv,ADHD,9,"['fatigue', 'irritability']",True,positive
Phenytoin,Anxiety,10,[],True,positive
Tranylcypromine,Depression,2,[],True,mixed
Imitrex,Migraine,10,['somnolence'],True,positive
Depakote,Bipolar Disorde,6,"['hypo manic symptoms', 'hyper manic symptoms', 'zombie-like state', 'weight gain']",True,mixed
Acetaminophen / hydrocodone,Back Pain,8,"['stomach pain', 'nausea']",True,mixed
Climara,Atrophic Vaginitis,9,[],True,positive
Tioconazole,Vaginal Yeast Infection,1,['yeast infection'],True,mixed
Lisinopril,High Blood Pressure,1,"['stomach discomfort', 'sickness']",False,negative
Xyzal,Allergic Rhinitis,10,[],True,positive
Lenalidomide,Multiple Myeloma,6,['blood clot in left leg'],True,mixed
Etonogestrel,Birth Control,10,"['spotting', 'lighter periods', 'less frequent periods']",True,positive
Pristiq,Depression,10,[],True,positive
Armour Thyroid,Underactive Thyroid,10,"['weight gain', 'mood swings', 'hair loss', 'cold intolerance', 'fatigue', 'dyspnea']",True,positive
Avanafil,Erectile Dysfunction,2,['headache'],False,negative
Loryna,Acne,1,"['emptiness', 'depersonalization', 'anxiety attacks', 'overthinking', 'irritability', 'mood worsening']",False,negative
Tramadol,Restless Legs Syndrome,2,[],False,negative
Dapsone,Acne,10,[],True,positive
Lexapro,Anxiety,10,"['panic attacks', 'anxiety', 'obsessive thoughts', 'depression', 'anhedonia', 'dizziness', 'blurry vision', 'stomach discomfort', 'initial worsening of symptoms']",True,positive
Ethinyl estradiol / norethindrone,Birth Control,1,['blood clot'],False,negative
Phenytoin,Epilepsy,10,[],True,positive
Sronyx,Birth Control,7,"['mood changes', 'tiredness', 'emotional lability', 'weight loss', 'appetite suppression', 'acne']",True,mixed
Suprep Bowel Prep Kit,Bowel Preparation,10,[],True,positive
Thorazine,Hiccups,1,"['tachycardia', 'anxiety']",False,negative
Tramadol,Back Pain,10,[],True,positive
Ortho Tri-Cyclen Lo,Endometriosis,1,"['sharp pains in legs and arms', 'stomach upset', 'ear pain']",False,negative
Mirena,Birth Control,1,"['period cramping', 'stomach bloating', 'abdominal pain', 'severe pain']",False,negative
Clarithromycin,Sinusitis,10,['fatigue'],True,mixed
Fluvoxamine,Obsessive Compulsive Disorde,9,[],True,positive
Etonogestrel,Birth Control,9,['weight gain'],True,positive
Gleevec,Chronic Myelogenous Leukemia,9,"['nausea', 'vomiting', 'leg pain']",True,positive
Cipro,Bladder Infection,2,"['body pain', 'joint pain', 'ankle pain']",False,negative
Armodafinil,Narcolepsy,9,"['lack of motivation', 'fatigue', 'anhedonia', 'apathy']",True,mixed
Lamictal,Bipolar Disorde,9,[],True,positive
Venlafaxine,Depression,3,"['tachycardia', 'sweating', 'orthostatic hypotension', 'blurred vision', 'nausea', 'headaches', 'insomnia', 'weight gain', 'vertigo', 'spatial disorientation']",False,negative
Buprenorphine / naloxone,Opiate Dependence,3,['precipitated withdrawal syndrome'],False,negative
Omalizumab,"Asthma, Maintenance",10,[],True,positive
Cymbalta,Generalized Anxiety Disorde,9,"['constipation', 'nausea', 'headaches']",True,positive
Quetiapine,Depression,10,[],True,positive
Paroxetine,Anxiety,9,[],True,positive
Montelukast,Allergic Rhinitis,10,[],True,positive
Miconazole,Vaginal Yeast Infection,5,"['discharge', 'burning', 'pain']",True,mixed
Mirena,Birth Control,10,"['insertion discomfort', 'cramping', 'heavy bleeding', 'brownish spotting', 'breast tenderness', 'weight gain', 'IUD palpable during intercourse']",True,positive
Furosemide,,5,['fatigue'],True,mixed
"Insulin inhalation, rapid acting","Diabetes, Type 1",7,[],True,positive
Adderall XR,ADHD,9,"['shortness of breath', 'increased PMS symptoms']",True,mixed
Hypercare,Hyperhidrosis,10,[],True,positive
Lisdexamfetamine,ADHD,9,"['appetite suppression', 'stomach rumbling']",True,positive
Alprazolam,Anxiety,10,"['tolerance development', 'potential for abuse', 'potential for addiction', 'severe withdrawal']",True,positive
Silodosin,Benign Prostatic Hyperplasia,5,"['dry ejaculation', 'lower sex drive']",True,negative
Bydureon,"Diabetes, Type 2",10,[],True,positive
Flexeril,Muscle Spasm,5,[],True,positive
Mirena,Birth Control,3,"['heavy bleeding', 'severe cramping', 'pain', 'nocturnal pain episodes with moaning and crying']",False,negative
Bisacodyl,Constipation,8,"['abdominal pain', 'nausea', 'diarrhea', 'fecal incontinence']",False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,2,"['acne', 'painful breakouts']",False,negative
Carac,Actinic Keratosis,8,"['itching', 'pain']",True,mixed
Vortioxetine,Depression,10,['nausea'],True,positive
Benzoic acid / salicylic acid,Dermatological Disorders,10,[],True,positive
Levemir,"Diabetes, Type 2",10,[],True,positive
Equetro,Bipolar Disorde,7,"['loss of libido', 'depression']",True,mixed
Buprenorphine,Chronic Pain,8,['rush/euphoria'],True,mixed
Zithromax,Bronchitis,5,"['stomach cramps', 'diarrhea', 'gas pressure', 'dysgeusia (funny taste in mouth)']",True,negative
Implanon,Birth Control,3,"['acne', 'weight gain', 'increased appetite', 'dandruff', 'reduced libido']",False,negative
Phentermine,Obesity,10,['low energy when not taking the medication'],True,positive
Aripiprazole,Schizophrenia,9,['weight gain'],True,positive
Ultram,Chronic Pain,10,['dry mouth'],True,positive
Clobetasol,Dermatitis,10,[],True,positive
Desogestrel / ethinyl estradiol,Birth Control,2,"['mood swings', 'irrational thoughts', 'weight gain', 'depression', 'fatigue', 'decreased libido']",False,negative
Octreotide,"Diabetes, Type 1",9,[],True,positive
Effexor XR,Hot Flashes,9,"['withdrawal symptoms', 'severe withdrawal reaction']",True,positive
Desvenlafaxine,Anxiety,7,"['jitteriness', 'diarrhea']",,mixed
Etonogestrel,Birth Control,1,"['amenorrhea', 'weight gain', 'mood swings', 'anger', 'emotional lability', 'delayed return to menstruation', 'irregular menstruation', 'infertility']",False,negative
Mirabegron,Overactive Bladde,7,[],False,negative
Medroxyprogesterone,Abnormal Uterine Bleeding,1,"['extreme depression', 'rapid weight gain', 'irregular bleeding', 'acne', 'increased breast size', 'decreased sex drive', 'mood swings']",False,negative
Allegra,Allergic Rhinitis,9,"['weight gain', 'bloating']",True,mixed
